#station,X,Y,Z
dsa-0813,-2040157.50722202,-4480215.307128271,4044506.254856939
dsa-0814,-2042342.7091639228,-4485909.030137421,4037134.9414192275
dsa-0815,-2040279.926271169,-4480356.271794041,4044289.5542058186
dsa-0816,-2036314.4623915132,-4490679.888686978,4034884.712831751
dsa-0817,-2030578.8629167725,-4486524.673745068,4042345.581722716
dsa-0818,-2033816.7598571256,-4480910.458607911,4046914.247519679
dsa-0819,-2040972.383098983,-4488111.301488394,4035392.9711201475
dsa-0820,-2033947.6488992772,-4490214.376058837,4036591.156857217
dsa-0821,-2034725.2162194182,-4490406.338702477,4035990.241157053
dsa-0822,-2030746.1445035355,-4487357.730887909,4041343.3898211005
dsa-0823,-2042525.539086504,-4485196.142460654,4037829.3686689227
dsa-0824,-2033130.4028515075,-4485627.291189635,4042055.8404928567
dsa-0825,-2032907.3237473334,-4479782.809021337,4048600.239174927
dsa-0826,-2030534.900368148,-4487025.145653135,4041815.820928578
dsa-0827,-2031610.728605257,-4483101.407344362,4045596.805593653
dsa-0828,-2034651.2034156674,-4480093.473263307,4047397.222131623
dsa-0829,-2037523.3764964195,-4479568.906272996,4046537.648043491
dsa-0830,-2032077.352931583,-4488912.209862526,4038963.1289037573
dsa-0831,-2038607.1441835514,-4490028.973736444,4034462.8588244063
dsa-0832,-2031089.1883883977,-4488479.581370305,4039934.810779731
dsa-0833,-2042843.654543734,-4483309.997164994,4039749.583097556
dsa-0834,-2037790.979886624,-4479690.952027851,4046269.121193296
dsa-0835,-2041480.4833004402,-4487761.616930749,4035524.1256457767
dsa-0836,-2032032.8543636533,-4481785.534215734,4046842.561806744
dsa-0837,-2030601.5684329455,-4485236.075344104,4043754.8934792723
dsa-0838,-2036491.8478432058,-4490281.869902207,4035243.0312348586
dsa-0839,-2042787.1330198543,-4486022.6799085885,4036787.148714684
dsa-0840,-2030887.8867113774,-4483393.298048146,4045643.213479624
dsa-0841,-2031619.5970684453,-4484423.3349971585,4044136.8222999633
dsa-0842,-2035685.4488261167,-4490620.573663284,4035273.3217014694
dsa-0843,-2038587.0942886493,-4487496.315676227,4037262.3472891976
dsa-0844,-2032516.5686043857,-4481580.792377461,4046826.1255287356
dsa-0845,-2039412.5715252878,-4489502.302607426,4034640.288716049
dsa-0846,-2039728.7254701036,-4480287.579470409,4044641.237572812
dsa-0847,-2034891.7286133564,-4480155.472587597,4047208.452709781
dsa-0848,-2039767.6370326385,-4489376.820679373,4034600.8744283416
dsa-0849,-2041041.0652756465,-4488618.9335294375,4034798.922451023
dsa-0850,-2037525.297918137,-4489652.904178634,4035412.7233882304
dsa-0851,-2041522.6770724568,-4488001.851866174,4035238.143124757
dsa-0852,-2033495.2561420335,-4480555.354749976,4047466.7051417353
dsa-0853,-2036678.366284036,-4479781.544067745,4046718.581941092
dsa-0854,-2043163.5231274033,-4484699.614490816,4038057.393635688
dsa-0855,-2037659.1230960987,-4490377.014653292,4034553.755973553
dsa-0856,-2039513.3297386684,-4479928.883200742,4045144.534511826
dsa-0857,-2034921.2760890785,-4488588.933863191,4037892.8002775325
dsa-0858,-2043010.5038023926,-4485160.701388103,4037625.652372985
dsa-0859,-2033058.0753986272,-4481172.206754558,4047005.493949455
dsa-0860,-2041632.126705527,-4481460.604517282,4042395.069923384
dsa-0861,-2038487.9810310793,-4479753.250540817,4045851.4943201295
dsa-0862,-2042011.9601397603,-4481714.788334457,4041924.6747140097
dsa-0863,-2041981.3598540442,-4487033.405546524,4036076.2221650644
dsa-0864,-2032946.3981291645,-4490206.096625813,4037101.5455806036
dsa-0865,-2036316.6213645835,-4489712.07030614,4035953.3115162635
dsa-0866,-2040437.613156158,-4489115.7121542,4034553.3332670135
dsa-0867,-2035598.0286854713,-4479978.405768851,4047050.07059942
dsa-0868,-2029625.848707141,-4483764.447046536,4045856.526484448
dsa-0869,-2030800.9363838963,-4487817.367762688,4040809.2097535767
dsa-0870,-2030348.4198224307,-4485559.448307793,4043525.1099134064
dsa-0871,-2042597.3993936013,-4486369.713859939,4036499.531197553
dsa-0872,-2038763.7192729071,-4481720.716919886,4043541.4954206795
dsa-0873,-2036967.970701508,-4490616.423690569,4034635.8223778894
dsa-0874,-2030694.814175989,-4484229.162035631,4044818.3327303543
dsa-0875,-2042787.0010707742,-4482478.333376454,4040694.854579252
dsa-0876,-2034653.757776251,-4480108.476065371,4047379.402750881
dsa-0877,-2035356.133911377,-4479750.957257172,4047421.9333027103
dsa-0878,-2030363.2877922538,-4486539.912056876,4042436.7058329047
dsa-0879,-2035954.0790038796,-4489289.0562638715,4036602.339375625
dsa-0880,-2030525.4897052655,-4487313.039261633,4041503.129709865
dsa-0881,-2037693.1446173205,-4479383.085416729,4046657.523645715
dsa-0882,-2038305.6339778448,-4490338.01481879,4034273.0876304647
dsa-0883,-2042280.3402907725,-4480198.068917653,4043454.8235553163
dsa-0884,-2040324.2638203136,-4488933.938184481,4034810.4855387253
dsa-0885,-2032082.3837062465,-4481779.51723004,4046824.3994332296
dsa-0886,-2032191.329630398,-4488435.783503331,4039427.260401801
dsa-0887,-2030346.7112494968,-4486251.740233466,4042762.7138744374
dsa-0888,-2031813.5217058058,-4482266.050942236,4046422.5979102165
dsa-0889,-2032559.0945392903,-4481421.389681801,4046980.576950619
dsa-0890,-2042307.6756697237,-4482090.782999038,4041362.095445388
dsa-0891,-2037848.203564336,-4479583.965149049,4046358.4260135447
dsa-0892,-2038581.0736276049,-4482340.114502245,4042950.9509847704
dsa-0893,-2030049.327183874,-4486360.576247131,4042791.602953912
dsa-0894,-2041980.2456714322,-4487623.120250409,4035426.6198758464
dsa-0895,-2039329.6297786513,-4489863.25861404,4034283.858445216
dsa-0896,-2035966.8118313649,-4490769.91374219,4034967.814338643
dsa-0897,-2035171.9163900963,-4490785.5915327445,4035348.481646475
dsa-0898,-2042796.5301247735,-4485867.773027581,4036953.228938171
dsa-0899,-2034156.1170186012,-4490592.244951444,4036070.1903150114
dsa-0900,-2042053.8619467877,-4481768.422024754,4041844.5661152685
dsa-0901,-2041003.9983204564,-4483108.784534361,4040889.5885906783
dsa-0902,-2036609.5658288684,-4479537.997504532,4047029.210065018
dsa-0903,-2039520.128361879,-4479896.376781284,4045176.9691935233
dsa-0904,-2042387.5063037102,-4487071.308529887,4035831.1032352806
dsa-0905,-2032788.052131142,-4489914.94424223,4037501.814364659
dsa-0906,-2038642.4499021932,-4479384.25077522,4046180.9838857306
dsa-0907,-2043001.5999630343,-4484941.92074413,4037871.3154633087
dsa-0908,-2033984.2918000123,-4481805.234570904,4045838.6583590116
dsa-0909,-2030780.371416403,-4488054.691917394,4040557.855555066
dsa-0910,-2033421.6143681994,-4480388.557520963,4047687.466591841
dsa-0911,-2033221.7092637906,-4480938.285739018,4047181.4709667056
dsa-0912,-2042629.0050572557,-4486786.683146927,4036023.9999379697
dsa-0913,-2037405.8725502377,-4478341.032625875,4047938.377894985
dsa-0914,-2038385.6021410367,-4490363.002763389,4034205.5036179726
dsa-0915,-2031772.782680432,-4484696.864352915,4043759.0743454546
dsa-0916,-2042690.1529274709,-4482296.82249237,4040943.455733353
dsa-0917,-2037550.2509153043,-4488455.298127297,4036723.314765857
dsa-0918,-2039676.6997768956,-4489771.978474283,4034210.739535083
dsa-0919,-2035808.8439671784,-4491985.55056289,4033694.333430601
dsa-0920,-2041199.2244584318,-4480279.105305965,4043914.3978446103
dsa-0921,-2033225.3078627808,-4480610.729899782,4047540.799489238
dsa-0922,-2040740.3308736272,-4484838.984350382,4039114.406660479
dsa-0923,-2030091.625910117,-4484804.960935017,4044485.4916494153
dsa-0924,-2030466.3398258996,-4487592.660211518,4041224.460258565
dsa-0925,-2040107.8595016964,-4489335.364402367,4034476.2528502704
dsa-0926,-2042991.8010790143,-4483584.756315393,4039372.494045376
dsa-0927,-2035720.4851583869,-4479727.07737425,4047265.85406321
dsa-0928,-2034077.1944180995,-4480152.797716899,4047619.1856523105
dsa-0929,-2041574.8207533443,-4480694.385153576,4043268.5156217557
dsa-0930,-2043334.3010710864,-4483095.628946596,4039740.289355863
dsa-0931,-2038027.8268400521,-4478337.250641171,4047631.5283063594
dsa-0932,-2037290.074351494,-4490707.386814563,4034374.2793995794
dsa-0933,-2039574.149607673,-4481506.478776135,4043371.38418442
dsa-0934,-2036232.2292594386,-4479516.270414879,4047242.071862963
dsa-0935,-2041759.1686313583,-4488247.146996365,4034849.3095716643
dsa-0936,-2031037.407146472,-4488486.313993312,4039953.3115420006
dsa-0937,-2036409.6648960577,-4490853.9445205545,4034653.4629471493
dsa-0938,-2032334.105111223,-4481210.920290788,4047325.256785098
dsa-0939,-2034893.1795260867,-4479822.938397764,4047574.345066475
dsa-0940,-2041382.9979061673,-4488847.484543677,4034375.7618396184
dsa-0941,-2033740.5402748853,-4480155.815034359,4047784.3997319946
dsa-0942,-2030106.217811902,-4487363.602381393,4041657.285866612
dsa-0943,-2030641.1825607088,-4483369.259279002,4045793.2248103474
dsa-0944,-2039126.0242423504,-4479191.257805605,4046151.6645265194
dsa-0945,-2038864.1550917432,-4490565.643505589,4033742.512222793
dsa-0946,-2039832.6540285198,-4486824.434807286,4037379.182526899
dsa-0947,-2040191.6219134592,-4479747.370842464,4045005.0753249577
dsa-0948,-2033720.6998024196,-4490684.105925946,4036186.8985182834
dsa-0949,-2041506.443859807,-4480506.247918383,4043510.168634574
dsa-0950,-2029774.3412899356,-4485711.831761067,4043644.510757481
dsa-0951,-2037790.3147245,-4479105.184551577,4046915.2624678914
dsa-0952,-2034372.8259104786,-4479888.36752793,4047762.7164511248
dsa-0953,-2042164.0774087594,-4487504.211980304,4035465.6836629873
dsa-0954,-2030160.9579002091,-4484388.52946833,4044909.89709316
dsa-0955,-2030091.2845083398,-4486114.805565609,4043041.559691483
dsa-0956,-2037561.937523302,-4490769.900658555,4034169.2538498677
dsa-0957,-2036518.9408922484,-4479065.584225189,4047595.415373791
dsa-0958,-2043250.4356172609,-4484662.711775519,4038054.5674671866
dsa-0959,-2035198.0617823955,-4490932.564453289,4035173.3548099343
dsa-0960,-2035541.1739706076,-4490739.727301161,4035214.1838577515
dsa-0961,-2036736.9329291447,-4480947.44482437,4045406.890587193
dsa-0962,-2043382.3042944793,-4484429.058583026,4038246.15195789
dsa-0963,-2037023.7234897597,-4490888.908857491,4034307.495886099
dsa-0964,-2030097.043070135,-4484985.87686226,4044283.31993718
dsa-0965,-2038379.4528803355,-4479297.492332486,4046408.300389869
dsa-0966,-2038348.3003983183,-4479193.275146552,4046538.79577782
dsa-0967,-2031894.1693027837,-4487557.060583187,4040545.361483887
dsa-0968,-2042078.1257720864,-4488090.758149216,4034862.0472358507
dsa-0969,-2035118.938771202,-4479321.125230654,4048014.5709041385
dsa-0970,-2030258.0285205336,-4487900.31667684,4040989.5570214656
dsa-0971,-2030005.4374033064,-4486931.287232595,4042184.367191244
dsa-0972,-2030713.056040197,-4484306.021221203,4044718.2567007774
dsa-0973,-2040861.3932627006,-4489120.508010997,4034335.886906744
dsa-0974,-2034851.228120391,-4491248.938698889,4034998.1892929035
dsa-0975,-2034495.3934281853,-4490957.479469353,4035497.6660231743
dsa-0976,-2041201.1522490312,-4480368.5990252225,4043814.76595739
dsa-0977,-2042993.3678668332,-4486445.1766643915,4036218.098034704
dsa-0978,-2034258.192187844,-4479819.956892428,4047895.528726985
dsa-0979,-2040869.2703578528,-4483714.66992495,4040289.3982479908
dsa-0980,-2039325.100804221,-4479379.046578345,4045844.962933486
dsa-0981,-2043370.439566311,-4485490.370927889,4037081.995661986
dsa-0982,-2039184.1259496782,-4490321.508050271,4033851.482965116
dsa-0983,-2029809.6950496524,-4485889.77327889,4043430.63103587
dsa-0984,-2037286.5030826777,-4478980.840368006,4047294.8546925127
dsa-0985,-2029985.685049659,-4487624.174675965,4041430.347933077
dsa-0986,-2036271.4291538736,-4479273.676386425,4047489.906807074
dsa-0987,-2039611.1872776551,-4489872.139850095,4034133.1094973716
dsa-0988,-2042968.9052067515,-4485829.409942603,4036909.2273063734
dsa-0989,-2037169.9543067545,-4490938.450383717,4034179.668196512
dsa-0990,-2043342.6051437904,-4482779.635471277,4040084.514657139
dsa-0991,-2029632.5284181447,-4485296.142896398,4044173.803880066
dsa-0992,-2040787.4134272044,-4489295.995798444,4034179.4485883676
dsa-0993,-2033166.9201542588,-4480451.875252339,4047745.167537215
dsa-0994,-2036173.4992440017,-4491239.536364024,4034346.5808512494
dsa-0995,-2040369.0529699,-4489540.17858828,4034119.6828852026
dsa-0996,-2038139.2444554435,-4490687.628001335,4033970.9396493984
dsa-0997,-2034147.2772355762,-4490866.384120734,4035772.3775546723
dsa-0998,-2035293.0681769636,-4490984.4158882415,4035068.6251592725
dsa-0999,-2043110.8528546544,-4482929.232197121,4040035.6075472883
dsa-1000,-2035849.9487723703,-4479513.288751181,4047436.7419362785
dsa-1001,-2040584.2203717078,-4478826.513644025,4045814.0284042214
dsa-1002,-2041701.100109595,-4488457.7822514335,4034646.1554403016
dsa-1003,-2043054.2611042038,-4482204.110486425,4040863.3855552403
dsa-1004,-2041147.1554545495,-4489017.488685974,4034306.403242404
dsa-1005,-2030203.759012631,-4484361.098806781,4044918.71166769
dsa-1006,-2038734.4271162895,-4490489.994368125,4033890.861645819
dsa-1007,-2043184.2617355469,-4486014.019263101,4036597.8807447264
dsa-1008,-2037161.2114659937,-4488879.012636762,4036450.3421711535
dsa-1009,-2043163.0385937595,-4486324.428033611,4036266.280308333
dsa-1010,-2043565.1224635348,-4484763.56614057,4037785.8325095107
dsa-1011,-2038655.501163969,-4478368.929040809,4047282.7241746527
dsa-1012,-2034017.6407649256,-4486336.021867034,4040830.9653348685
dsa-1013,-2042148.0085463952,-4487675.583013654,4035284.791833758
dsa-1014,-2040121.1665061305,-4479371.120501125,4045455.1634937925
dsa-1015,-2033374.5661587,-4490885.461357471,4036129.9568905653
dsa-1016,-2035695.1245686423,-4491147.004030464,4034688.0885448703
dsa-1017,-2037120.34836218,-4479060.42876529,4047300.0139520424
dsa-1018,-2035696.2764201704,-4479246.270772423,4047808.0627660807
dsa-1019,-2041672.2484022286,-4480345.051313543,4043604.88031923
dsa-1020,-2032366.5846919024,-4484886.61237086,4043253.6079413528
dsa-1021,-2042972.5904493716,-4486708.985337443,4035937.651031275
dsa-1022,-2040917.1284535232,-4489807.878425168,4033538.492615843
dsa-1023,-2041139.2042685943,-4480271.304520453,4043953.046381929
dsa-1024,-2037314.2375597544,-4479001.574254447,4047267.833396311
dsa-1025,-2040570.5546392016,-4486621.113514803,4037233.2313539283
dsa-1026,-2040997.8046782494,-4479950.738453703,4044377.25977713
dsa-1027,-2040335.2092415378,-4489561.453622395,4034113.1705107507
dsa-1028,-2037116.7557593156,-4479770.025001885,4046512.0585241653
dsa-1029,-2039514.5562986217,-4482295.014458955,4042532.9482289334
dsa-1030,-2042611.962667454,-4486951.179548642,4035851.174767161
dsa-1031,-2036034.6380131945,-4487918.81975581,4038075.1825250704
dsa-1032,-2029655.1376550805,-4486049.119282776,4043332.328927635
dsa-1033,-2030122.3909479964,-4487731.62567658,4041243.443587314
dsa-1034,-2030224.5171847816,-4488234.309097352,4040638.107519421
dsa-1035,-2035138.1580454148,-4479483.361925875,4047826.0832191776
dsa-1036,-2042671.8276092906,-4487488.22044752,4035229.1170626343
dsa-1037,-2041501.072638349,-4488680.767029,4034500.455512367
dsa-1038,-2043535.1311693361,-4484983.852967183,4037557.9810985494
dsa-1039,-2030034.0276935825,-4484371.282891449,4044992.457070612
dsa-1040,-2034534.4890207828,-4479615.66981108,4047982.4313848284
dsa-1041,-2029715.9407448831,-4484662.568954696,4044830.5596630066
dsa-1042,-2040801.4378999823,-4489536.581061174,4033907.1823540516
dsa-1043,-2029777.330138585,-4485385.067906188,4044003.271379803
dsa-1044,-2037443.7738029454,-4490954.098020143,4034025.3332075216
dsa-1045,-2039795.5545833576,-4490220.6703007845,4033656.5542669706
dsa-1046,-2036330.7719459198,-4479075.326483265,4047678.8784021065
dsa-1047,-2035132.2386715212,-4478758.832004463,4048615.241902523
dsa-1048,-2039125.1299297619,-4479281.013233165,4046053.1569482093
dsa-1049,-2034957.3010234733,-4479235.75862773,4048189.6089587696
dsa-1050,-2037662.5757593354,-4478868.585643555,4047240.0631438713
dsa-1051,-2029932.9541501733,-4487608.246536246,4041474.307603211
dsa-1052,-2035537.0028054148,-4491193.520225471,4034715.9656752767
dsa-1053,-2030298.3033170013,-4483319.854682414,4046019.350516979
dsa-1054,-2043387.0617487456,-4482415.944442733,4040463.2272766223
dsa-1055,-2030496.8906203406,-4482831.394926947,4046458.4574375725
dsa-1056,-2037811.2727322427,-4490908.899963883,4033891.181402354
dsa-1057,-2039155.3504930942,-4490579.662439689,4033581.2738999273
dsa-1058,-2033404.3624589513,-4480007.575566054,4048116.1358563057
dsa-1059,-2037832.083146187,-4478927.166228645,4047090.6168442816
dsa-1060,-2029679.8464482957,-4486671.767764335,4042633.489297447
dsa-1061,-2042217.7447115036,-4487983.17678662,4034910.757565513
dsa-1062,-2043667.8305685546,-4484758.840971117,4037739.6227875957
dsa-1063,-2041655.9736742468,-4488734.721793587,4034363.421619794
dsa-1064,-2032534.4881861133,-4480450.109689562,4048063.7313154573
dsa-1065,-2039289.3856940146,-4478975.545552255,4046307.702774582
dsa-1066,-2043620.991231182,-4484251.127938647,4038322.8254713323
dsa-1067,-2036733.253170252,-4491162.521126482,4034151.257988805
dsa-1068,-2043502.9107879538,-4485183.434183081,4037354.0735681793
dsa-1069,-2028642.5616414293,-4485637.507658548,4044283.7403593883
dsa-1070,-2042623.2384657504,-4487684.164372329,4035037.414410035
dsa-1071,-2040052.2188809917,-4479275.310048294,4045595.3120154613
dsa-1072,-2039784.9157925358,-4478960.076903423,4046076.677499356
dsa-1073,-2043339.72758405,-4486463.111385914,4036024.925400369
dsa-1074,-2036932.4516305167,-4479089.06770774,4047362.5071177618
dsa-1075,-2038348.7693437599,-4490789.159738642,4033754.105590859
dsa-1076,-2039434.3759861551,-4490217.744088581,4033840.5988714932
dsa-1077,-2043433.5050648213,-4482396.881352441,4040460.993196428
dsa-1078,-2029541.8178421585,-4485172.974716803,4044355.009561634
dsa-1079,-2043495.239871695,-4482659.370511267,4040140.6924924767
dsa-1080,-2040152.3042986745,-4479319.6946387505,4045496.271822056
dsa-1081,-2036048.3048986348,-4481183.238160924,4045491.7755938233
dsa-1082,-2038807.0395577266,-4478969.9588601785,4046555.3412038046
dsa-1083,-2035981.6943507034,-4478530.471663337,4048441.933708976
dsa-1084,-2040950.656928288,-4489496.890644102,4033876.2368238214
dsa-1085,-2040599.4584190769,-4489818.964958039,4033696.972178051
dsa-1086,-2042132.152396209,-4488284.786509972,4034621.083500427
dsa-1087,-2030053.934045893,-4488245.791395328,4040710.848093373
dsa-1088,-2034702.6383754655,-4491189.605359492,4035137.993410955
dsa-1089,-2043147.552380605,-4486351.980669426,4036243.6564769964
dsa-1090,-2030141.1851676917,-4483381.941401084,4046029.558711183
dsa-1091,-2043354.3757776362,-4482997.415484802,4039838.5195450964
dsa-1092,-2043119.565616782,-4487186.60527101,4035337.494521306
dsa-1093,-2029842.0741144775,-4484151.294961652,4045331.0922031654
dsa-1094,-2034257.998200564,-4479387.207939326,4048372.731290351
dsa-1095,-2040368.3367060581,-4483046.656568803,4041276.9017757764
dsa-1096,-2033894.2280809812,-4479673.228181321,4048239.510017615
dsa-1097,-2037309.0694479551,-4491066.549320224,4033968.793364474
dsa-1098,-2032565.512383736,-4480847.316983604,4047600.4493132727
dsa-1099,-2033294.616159877,-4480033.043413697,4048143.0003512423
dsa-1100,-2043226.246772716,-4486680.683218081,4035841.8649996524
dsa-1101,-2033834.2760955796,-4482189.409383793,4045490.811827141
dsa-1102,-2029774.6186711942,-4486732.464832701,4042519.124575962
dsa-1103,-2038844.401633183,-4490736.847820306,4033563.6488366346
dsa-1104,-2036160.4456172031,-4491364.286943697,4034215.57851179
dsa-1105,-2041693.7745010224,-4480007.481063245,4043966.2745991596
dsa-1106,-2040358.192506136,-4481981.764364291,4042455.0723406575
dsa-1107,-2029615.4378376184,-4485903.067492655,4043513.2260309937
dsa-1108,-2038142.5431838934,-4488569.6323966645,4036300.0089230216
dsa-1109,-2042641.7504999936,-4487427.7254100945,4035310.8704408966
dsa-1110,-2029781.9382207722,-4484111.111516866,4045397.0886457274
dsa-1111,-2041279.5126505813,-4482765.464305574,4041129.6727604317
dsa-1112,-2036893.4352172965,-4478730.212696937,4047777.6775013874
dsa-1113,-2029445.9215376393,-4486339.826188872,4043116.5655489624
dsa-1114,-2038261.5865586225,-4478776.6942182,4047041.4879250405
dsa-1115,-2041467.2625640368,-4488972.421621444,4034195.832997769
dsa-1116,-2043800.796656814,-4484939.943642991,4037473.389798785
dsa-1117,-2041363.8254426853,-4479837.512676097,4044318.848511938
dsa-1118,-2034341.75219752,-4479463.957143885,4048246.1852026437
dsa-1119,-2041031.9350637987,-4479802.948248052,4044523.1115375804
dsa-1120,-2030726.613565417,-4483036.8866575565,4046108.70836252
dsa-1121,-2040286.2911039358,-4490096.510011749,4033547.7612865916
dsa-1122,-2036376.2120430279,-4478718.900409944,4048049.0890429807
dsa-1123,-2028476.3623711874,-4486441.178155438,4043480.9771319237
dsa-1124,-2035460.2388307538,-4491512.612077859,4034402.597802325
dsa-1125,-2034024.516626835,-4491572.637614365,4035044.9677294055
dsa-1126,-2038539.536585646,-4478856.808290114,4046814.01084563
dsa-1127,-2041920.8434466755,-4480150.185482876,4043695.2645245055
dsa-1128,-2035031.5925258445,-4491426.237871716,4034712.4204277345
dsa-1129,-2035152.6124635274,-4479133.569843296,4048204.492388602
dsa-1130,-2038363.75164213,-4491096.929834261,4033407.288600333
dsa-1131,-2043588.455478355,-4485599.8240949875,4036852.1773329135
dsa-1132,-2035830.111748455,-4480177.265851884,4046707.397898034
dsa-1133,-2037349.6869769613,-4491213.304830368,4033786.660972197
dsa-1134,-2029605.1388995086,-4485210.546198368,4044281.8863227027
dsa-1135,-2039562.4742337875,-4490478.9365352355,4033488.503965561
dsa-1136,-2040055.9217412183,-4490260.570996946,4033482.214999325
dsa-1137,-2034738.8966290348,-4491502.985666262,4034774.339689526
dsa-1138,-2039058.8618674884,-4481999.285653364,4043086.944414111
dsa-1139,-2029685.1197912851,-4487833.179849886,4041350.3931915886
dsa-1140,-2042299.9460348934,-4488320.534178682,4034497.6684380965
dsa-1141,-2043577.5307780956,-4482795.778969252,4039949.1045892355
dsa-1142,-2040904.82624067,-4489723.384255166,4033649.4721833467
dsa-1143,-2036476.418085968,-4490175.106904344,4035361.505588044
dsa-1144,-2039216.765509427,-4490682.356690901,4033437.3070785594
dsa-1145,-2030288.4632898187,-4482856.449223061,4046535.1809991878
dsa-1146,-2037045.3814688073,-4491406.463281474,4033726.0497305593
dsa-1147,-2032514.9356003623,-4480009.1791701615,4048547.1207122537
dsa-1148,-2034334.8050663956,-4480513.105504553,4047084.9956793454
dsa-1149,-2029519.0321870893,-4486130.721317565,4043310.5018254984
dsa-1150,-2029576.8636550598,-4487451.488112873,4041825.404843776
dsa-1151,-2032786.4627886193,-4480241.696654847,4048167.359381339
dsa-1152,-2035018.348352588,-4489242.884433542,4037122.002930944
dsa-1153,-2029463.5247757288,-4486804.221834973,4042595.756855472
dsa-1154,-2034732.2385368207,-4479265.826598546,4048269.1330798594
dsa-1155,-2043245.2064907262,-4486789.055106626,4035712.8931727125
dsa-1156,-2038089.0722660618,-4491058.732333664,4033586.9152857973
dsa-1157,-2039833.8443731426,-4490506.113033805,4033322.684645836
dsa-1158,-2033207.7262250243,-4483200.825802355,4044690.3469546386
dsa-1159,-2029768.686833469,-4484115.056557693,4045407.785223478
dsa-1160,-2029494.1189034206,-4486336.475235999,4043096.1307094637
dsa-1161,-2035725.6148852943,-4478960.630000313,4048108.293689289
dsa-1162,-2041691.4090722573,-4479895.597212494,4044090.8106889213
dsa-1163,-2043069.6598651607,-4487370.502639789,4035159.7323284936
dsa-1164,-2038191.3877587158,-4478735.778443543,4047121.7414800217
dsa-1165,-2041869.6150362608,-4488624.913499325,4034377.5289635262
dsa-1166,-2036119.1556302898,-4482750.685892317,4043731.0317573
dsa-1167,-2034503.8768668128,-4479262.453538027,4048387.1776017384
dsa-1168,-2037108.7519679465,-4481162.937220716,4044983.8037931956
dsa-1169,-2043599.1561216433,-4485584.306353442,4036863.928522201
dsa-1170,-2040379.7552085803,-4487890.046221467,4035927.86862256
dsa-1171,-2040171.6972362183,-4479111.663215077,4045715.9175617592
dsa-1172,-2036024.2734007959,-4478941.378166083,4047980.000075193
dsa-1173,-2033068.5213384938,-4487624.000520454,4039884.687968553
dsa-1174,-2041805.8750766602,-4488918.3547377605,4034085.9206052646
dsa-1175,-2037371.5652257786,-4481510.504688372,4044469.807848164
dsa-1176,-2035019.8932880193,-4489183.028280059,4037187.3424511943
dsa-1177,-2037073.390132129,-4478692.727691489,4047728.9130618195
dsa-1178,-2038880.2508400688,-4478720.988313489,4046793.1789819
dsa-1179,-2032710.0826346623,-4487104.925248519,4040636.491119464
dsa-1180,-2039714.2594536664,-4479100.711528943,4045957.0009129355
dsa-1181,-2029459.59878791,-4484630.014158556,4044994.7849261984
dsa-1182,-2030435.0091962027,-4482308.49328732,4047065.9361382895
dsa-1183,-2040452.3402519005,-4479256.580927388,4045415.6463069003
dsa-1184,-2029246.4589609008,-4485938.164400773,4043659.2552582896
dsa-1185,-2036632.3289003214,-4478783.794224433,4047849.322725207
dsa-1186,-2043027.2725445847,-4483319.010216854,4039642.124655023
dsa-1187,-2029347.692166156,-4485274.764344669,4044339.972567302
dsa-1188,-2035126.1901516109,-4479142.205593816,4048208.199399381
dsa-1189,-2037622.814823976,-4491375.719161151,4033470.8620590796
dsa-1190,-2033751.2402042286,-4479584.454326254,4048408.967797209
dsa-1191,-2041893.3321575169,-4480048.413082962,4043821.2416307437
dsa-1192,-2032881.6247533981,-4489352.354206848,4038070.277503034
dsa-1193,-2033087.203372082,-4489253.086461601,4038077.092488835
dsa-1194,-2033505.0124924125,-4488796.4576430395,4038372.3349530385
dsa-1195,-2037345.8687626307,-4486295.000472161,4039210.4126873347
dsa-1196,-2041821.5711727575,-4486264.016603758,4036999.126762292
dsa-1197,-2040670.6361153128,-4485880.749497528,4038000.1115298667
dsa-1198,-2034082.6649305176,-4490507.1025163615,4036193.7007270274
dsa-1199,-2030971.1392608078,-4488493.460258483,4039973.1370627196
dsa-1200,-2041887.2288338586,-4480227.850790534,4043619.2483673086
dsa-1201,-2033195.909512382,-4489151.650387976,4038134.739237008
dsa-1202,-2032176.6154939102,-4488839.187466247,4038989.324583957
dsa-1203,-2031779.0890466708,-4488605.539773678,4039445.8782292577
dsa-1204,-2032681.298474243,-4488697.940209245,4038892.991281698
dsa-1205,-2029967.2718403772,-4487683.402922587,4041367.944595756
dsa-1206,-2031522.7206383846,-4488741.0837777415,4039424.3465965423
dsa-1207,-2031075.6296469138,-4488294.58154676,4040140.4292227556
dsa-1208,-2030749.9220328936,-4488320.524928186,4040274.4307963364
dsa-1209,-2032060.5542145604,-4489093.8904148275,4038766.136541931
dsa-1210,-2033484.8155678143,-4490195.615714597,4036837.0980614536
dsa-1211,-2032015.5816517747,-4489041.896498363,4038846.015718153
dsa-1212,-2042173.4234487354,-4480360.12309051,4043330.101142463
dsa-1213,-2029002.523163819,-4486827.058243544,4042793.388505506
dsa-1214,-2029571.753813758,-4488434.943229707,4040736.1917683324
dsa-1215,-2034278.7720303081,-4486988.156492616,4039981.0629702047
dsa-1216,-2029393.212164144,-4488394.005751972,4040870.4316025698
dsa-1217,-2041190.1797228698,-4479352.28281043,4044932.12596999
dsa-1218,-2033524.1219059608,-4489788.0787725,4037267.658877418
dsa-1219,-2034059.2649365142,-4487194.902297179,4039862.7555992315
